,carID,h,m,lat,long,name,L1,L2
0,4,6,42,36.07522352,24.86975473,Ingrid Barranco,2.086166939999835,1.6757731668448987
0,4,6,43,36.07523403,24.86967696,Ingrid Barranco,2.09060826999961,1.677474337749828
0,4,6,43,36.07522507,24.86941172,Ingrid Barranco,2.103067429999939,1.6807620907454282
0,4,6,43,36.07522947,24.86932185,Ingrid Barranco,2.107735059999616,1.6823232396937466
0,4,6,43,36.07522635,24.86922605,Ingrid Barranco,2.1122420599997476,1.6835516411682556
0,4,6,43,36.07522179,24.86915138,Ingrid Barranco,2.1156272899997077,1.6843958808045505
0,4,6,43,36.07522661,24.86905164,Ingrid Barranco,2.120803749999915,1.6861586932045307
0,4,6,43,36.07522563,24.86897416,Ingrid Barranco,2.124541469999645,1.687266902999309
0,4,6,43,36.0752227,24.86888394,Ingrid Barranco,2.128786449999623,1.68846513600347
0,4,6,43,36.07523171,24.86879905,Ingrid Barranco,2.133486659999594,1.6902730941741997
0,4,6,43,36.07523002,24.86871181,Ingrid Barranco,2.1376600199996894,1.6915162796832783
0,4,6,43,36.07522707,24.86862314,Ingrid Barranco,2.141827849999551,1.692719846684204
0,4,6,43,36.07522137,24.86854326,Ingrid Barranco,2.145399969999879,1.6936399167348506
0,4,6,43,36.07522254,24.86845461,Ingrid Barranco,2.149814019999649,1.6950969810788092
0,4,6,43,36.07522382,24.86836319,Ingrid Barranco,2.154370399999628,1.6966140836988521
0,4,6,43,36.07523278,24.86828689,Ingrid Barranco,2.1586466999997675,1.6983359954943666
0,4,6,43,36.07522257,24.86820029,Ingrid Barranco,2.1622774999997887,1.6991431640239856
0,4,6,43,36.07515075,24.86817762,Ingrid Barranco,2.159079129999647,1.6954380661083264
0,4,6,43,36.07507468,24.86817761,Ingrid Barranco,2.1545154199997683,1.6911291117842964
0,4,6,43,36.07499121,24.86816728,Ingrid Barranco,2.150013389999703,1.6865699494377793
0,4,6,43,36.07489798,24.8681691,Ingrid Barranco,2.1443304099999665,1.681263323621045
0,4,6,43,36.074808,24.86818106,Ingrid Barranco,2.1383455699995366,1.6759769426819635
0,4,6,43,36.07471403,24.86817219,Ingrid Barranco,2.133141999999957,1.6708066542558226
0,4,6,43,36.07463464,24.86817018,Ingrid Barranco,2.1284770899997234,1.6663509388238944
0,4,6,43,36.07454282,24.86817083,Ingrid Barranco,2.1229360399996082,1.6611507235145264
0,4,6,43,36.07446746,24.86816755,Ingrid Barranco,2.118575159999871,1.656947201935449
0,4,6,43,36.07437279,24.86817645,Ingrid Barranco,2.112458859999652,1.6514532278641827
0,4,6,43,36.07433167,24.86813161,Ingrid Barranco,2.1121888199997763,1.6498764499561045
0,4,6,43,36.07432393,24.86804977,Ingrid Barranco,2.115734579999721,1.6508064401707436
0,4,6,43,36.07431209,24.86796124,Ingrid Barranco,2.1193621499997413,1.651627656260209
0,4,6,43,36.07430679,24.86786637,Ingrid Barranco,2.123692779999768,1.6529359505386094
0,4,6,43,36.07429999,24.8677817,Ingrid Barranco,2.127433609999848,1.6539974201542365
0,4,6,43,36.07429723,24.86769877,Ingrid Barranco,2.1313315799996815,1.6552656873241438
0,4,6,43,36.07430131,24.86759862,Ingrid Barranco,2.1364837299999735,1.657225308117668
0,4,6,43,36.07428269,24.86753324,Ingrid Barranco,2.1385701499995626,1.6573176996741126
0,4,6,43,36.07427197,24.86742899,Ingrid Barranco,2.1430351999996198,1.6585418071777553
0,4,6,43,36.07427967,24.86734358,Ingrid Barranco,2.1476822899999277,1.6604782548475536
0,4,6,43,36.07427386,24.86727011,Ingrid Barranco,2.15093371999966,1.6614554869493516
0,4,6,43,36.07425614,24.86709479,Ingrid Barranco,2.1584611999999552,1.6636017190192711
0,4,6,43,36.07424485,24.86692521,Ingrid Barranco,2.1660932199996523,1.6660436685213749
0,4,6,43,36.07423945,24.86683712,Ingrid Barranco,2.1700856299998,1.6673530604517264
0,4,6,43,36.07423281,24.8667492,Ingrid Barranco,2.1739953099995937,1.6686005903363428
0,4,6,43,36.07420761,24.86667096,Ingrid Barranco,2.1763170699998575,1.6686481135341344
0,4,6,43,36.07413275,24.86666811,Ingrid Barranco,2.1719651199996157,1.6645450096326613
0,4,6,43,36.07403716,24.86667701,Ingrid Barranco,2.1657936199999455,1.659074596594368
0,4,6,43,36.07393845,24.86666665,Ingrid Barranco,2.160378659999804,1.653793599807488
0,4,6,43,36.07385196,24.86668224,Ingrid Barranco,2.154425349999727,1.6487067978421743
0,4,6,43,36.07377868,24.86667855,Ingrid Barranco,2.150209359999579,1.6447155123021282
0,4,6,43,36.07368298,24.86667279,Ingrid Barranco,2.1447495999998623,1.6395240188341138
0,4,6,43,36.07359343,24.86668438,Ingrid Barranco,2.138808689999969,1.6343479567113681
0,4,6,43,36.07350281,24.86668372,Ingrid Barranco,2.1334038299997573,1.6293466691182659
0,4,6,43,36.07342152,24.86667343,Ingrid Barranco,2.129030639999616,1.6250473931851355
0,4,6,43,36.07332874,24.86668835,Ingrid Barranco,2.122732759999792,1.6196350536680653
0,4,6,43,36.07334201,24.86658522,Ingrid Barranco,2.12858232999956,1.6223432756813339
0,4,6,43,36.07332385,24.86650097,Ingrid Barranco,2.131620979999809,1.6229652682984665
0,4,6,44,36.07333829,24.86625371,Ingrid Barranco,2.144603119999964,1.6285771280757773
0,4,6,44,36.07333492,24.86615049,Ingrid Barranco,2.1494586999998475,1.6304248623479982
0,4,6,44,36.0733203,24.86608166,Ingrid Barranco,2.151954169999744,1.6309858215838733
0,4,6,44,36.07334276,24.86598818,Ingrid Barranco,2.157882289999989,1.634077857127193
0,4,6,44,36.07332687,24.86589759,Ingrid Barranco,2.161367799999937,1.6350207395964191
0,4,6,44,36.07334925,24.86579974,Ingrid Barranco,2.1675052499997456,1.638214502453837
0,4,6,44,36.073322,24.86571076,Ingrid Barranco,2.17023026999966,1.6385267600590756
0,4,6,44,36.07334682,24.8656449,Ingrid Barranco,2.1749466099996404,1.6412210682611654
0,4,6,44,36.07334875,24.86553536,Ingrid Barranco,2.1804298699998625,1.6435647344277844
0,4,6,44,36.07335278,24.86545612,Ingrid Barranco,2.1845544299997357,1.6454123523059805
0,4,6,44,36.07333372,24.86538397,Ingrid Barranco,2.186946179999815,1.6458645454926566
0,4,6,44,36.07334123,24.86530073,Ingrid Barranco,2.1914755399995123,1.6479991581205538
0,4,6,44,36.07334689,24.86513459,Ingrid Barranco,2.1999559999999505,1.651776021547233
0,4,6,44,36.07333936,24.86494944,Ingrid Barranco,2.2085765499996626,1.6552735982453661
0,4,6,44,36.07334311,24.86486192,Ingrid Barranco,2.2130900299999965,1.657336586108869
0,4,6,44,36.07332428,24.86478559,Ingrid Barranco,2.2157003999998253,1.657949906775725
0,4,6,44,36.07334773,24.86467635,Ingrid Barranco,2.2224601599998763,1.6615594438126235
0,4,6,44,36.07333174,24.86458671,Ingrid Barranco,2.225893119999732,1.6626322525421413
0,4,6,44,36.07333249,24.86451335,Ingrid Barranco,2.2295327599997066,1.6642628575300251
0,4,6,44,36.07332858,24.86440365,Ingrid Barranco,2.234673459999879,1.6664424752815883
0,4,6,44,36.07335105,24.86432828,Ingrid Barranco,2.2397147899997876,1.6692981934518276
0,4,6,44,36.07332795,24.86422942,Ingrid Barranco,2.243172929999684,1.6702329962629627
0,4,6,56,36.07335772,24.86417021,Ingrid Barranco,2.247860419999533,1.6731346644296041
0,4,7,7,36.07335427,24.86417674,Ingrid Barranco,2.2473334499998714,1.672805625934539
0,4,7,7,36.07330041,24.86419111,Ingrid Barranco,2.2433977199998516,1.6696038527557897
0,4,7,7,36.07326056,24.86419785,Ingrid Barranco,2.2406764599998397,1.667321325851531
0,4,7,7,36.0731838,24.86417777,Ingrid Barranco,2.237054779999845,1.6636594695049782
0,4,7,7,36.07313297,24.86417345,Ingrid Barranco,2.234216659999994,1.6610377072057616
0,4,7,7,36.07307525,24.86419509,Ingrid Barranco,2.229693099999942,1.6574708079512772
0,4,7,7,36.07302865,24.86419457,Ingrid Barranco,2.2269225799996875,1.6549923409464304
0,4,7,7,36.07297415,24.86417244,Ingrid Barranco,2.2247369499997376,1.652576136562215
0,4,7,7,36.07292255,24.86420348,Ingrid Barranco,2.2201199899998123,1.6491272357555187
0,4,7,7,36.07290547,24.86416803,Ingrid Barranco,2.2208322399999645,1.6490097136924804
0,4,7,7,36.07279293,24.8641738,Ingrid Barranco,2.213797109999689,1.642878896837093
0,4,7,7,36.07272365,24.86416802,Ingrid Barranco,2.209923529999731,1.6393176413963197
0,4,7,7,36.07270483,24.86419967,Ingrid Barranco,2.207243479999647,1.6376015232199064
0,4,7,7,36.07264551,24.86417409,Ingrid Barranco,2.2049376999998778,1.635019693807111
0,4,7,7,36.07259934,24.86416445,Ingrid Barranco,2.202639859999522,1.6327807322764136
0,4,7,7,36.07253913,24.86419862,Ingrid Barranco,2.19735292999993,1.6288033171400051
0,4,7,7,36.07247918,24.86418418,Ingrid Barranco,2.19446348999994,1.6259426858037749
0,4,7,7,36.07237869,24.86417414,Ingrid Barranco,2.1889260499998358,1.6208317500911176
0,4,7,7,36.07228379,24.86421942,Ingrid Barranco,2.1810133299997077,1.6147595334463758
0,4,7,7,36.07225985,24.86418718,Ingrid Barranco,2.181156689999952,1.6142255727392807
0,4,7,7,36.0722088,24.86420847,Ingrid Barranco,2.177050479999611,1.6110299351173287
0,4,7,7,36.07215707,24.86422115,Ingrid Barranco,2.173325359999996,1.607995653268432
0,4,7,7,36.0720906,24.86421916,Ingrid Barranco,2.169434669999873,1.604517264545966
0,4,7,7,36.07204978,24.86421095,Ingrid Barranco,2.167387759999766,1.6025430836921795
0,4,7,7,36.07199472,24.86423057,Ingrid Barranco,2.1631227799997106,1.599175074221553
0,4,7,7,36.07194572,24.86426185,Ingrid Barranco,2.1586500599999745,1.5958596556134366
0,4,7,7,36.07191352,24.86424847,Ingrid Barranco,2.1573736799999246,1.594463143170685
0,4,7,7,36.0718428,24.86424723,Ingrid Barranco,2.1531912399996855,1.5907495550877004
0,4,7,7,36.07179459,24.86425133,Ingrid Barranco,2.150097740000035,1.588104980551021
0,4,7,7,36.0716878,24.86425608,Ingrid Barranco,2.1434575899996986,1.5823508015490035
0,4,7,7,36.07163245,24.86426662,Ingrid Barranco,2.13962012999999,1.5791823897952966
0,4,7,7,36.07161457,24.86426633,Ingrid Barranco,2.138561539999859,1.5782450550332372
0,4,7,7,36.07152681,24.8643156,Ingrid Barranco,2.130881709999805,1.572464724344938
0,4,7,7,36.0715388,24.86440673,Ingrid Barranco,2.127135739999755,1.5709811019213602
0,4,7,7,36.07152116,24.86450463,Ingrid Barranco,2.121280240000001,1.5677843965327503
0,4,7,7,36.07153507,24.86457299,Ingrid Barranco,2.118765199999981,1.5669472530029402
0,4,7,7,36.07152785,24.86462912,Ingrid Barranco,2.115581629999909,1.5652765098862393
0,4,7,7,36.07150047,24.86466572,Ingrid Barranco,2.1121454299994866,1.562985933005913
0,4,7,7,36.07150313,24.86470066,Ingrid Barranco,2.1105929699999493,1.5623279721453769
0,4,7,7,36.0715144,24.86476151,Ingrid Barranco,2.108287519999596,1.561538594206703
0,4,7,7,36.07151142,24.86485426,Ingrid Barranco,2.1035639699997084,1.5592736215058922
0,4,7,7,36.07149975,24.86493504,Ingrid Barranco,2.0989055499998734,1.556825789355959
0,4,7,7,36.07147668,24.86494997,Ingrid Barranco,2.0967897799999022,1.5552602018563846
0,4,7,7,36.07150602,24.86500027,Ingrid Barranco,2.09608547999985,1.5556905047689433
0,4,7,7,36.07148542,24.8652129,Ingrid Barranco,2.084430609999899,1.5498359083992324
0,4,7,7,36.07145801,24.86525494,Ingrid Barranco,2.0807260499998073,1.5474358913071016
0,4,7,7,36.07145105,24.86531026,Ingrid Barranco,2.0775977699997235,1.5458366642900452
0,4,7,7,36.07145966,24.8653594,Ingrid Barranco,2.0757065099999323,1.545211083613129
0,4,7,7,36.07146454,24.86541403,Ingrid Barranco,2.0733224399998065,1.5442683927695384
0,4,7,8,36.07147014,24.86546123,Ingrid Barranco,2.0713456399998513,1.5435314641391198
0,4,7,8,36.07147143,24.86549987,Ingrid Barranco,2.069529679999878,1.5427537188043168
0,4,7,8,36.07145801,24.86557761,Ingrid Barranco,2.064915219999847,1.5403342762639947
0,4,7,8,36.0714598,24.86559596,Ingrid Barranco,2.0641234699997177,1.5400305092128896
0,4,7,8,36.07144544,24.86565169,Ingrid Barranco,2.06053109999964,1.5380461047048564
0,4,7,8,36.07144713,24.86571827,Ingrid Barranco,2.0573700799999983,1.5366934140355255
0,4,7,8,36.07144691,24.86577632,Ingrid Barranco,2.054512429999768,1.5354274767369969
0,4,7,8,36.07145586,24.86587215,Ingrid Barranco,2.0503537599997195,1.5338493485227749
0,4,7,8,36.07142487,24.86591496,Ingrid Barranco,2.0463966699997727,1.531259934081735
0,4,7,8,36.07144773,24.86601911,Ingrid Barranco,2.042664919999929,1.530272808826113
0,4,7,8,36.07143813,24.86605592,Ingrid Barranco,2.0402852299995438,1.5289719230882406
0,4,7,8,36.07145414,24.8661601,Ingrid Barranco,2.0361410099998523,1.5276354134901189
0,4,7,8,36.07144658,24.866195,Ingrid Barranco,2.033977309999699,1.5264910229064148
0,4,7,8,36.07144533,24.86627272,Ingrid Barranco,2.03009402999988,1.5247922636596638
0,4,7,8,36.07145267,24.86641688,Ingrid Barranco,2.0234705899997607,1.5221865207189327
0,4,7,8,36.07144151,24.86646679,Ingrid Barranco,2.0203553999997155,1.520545763926512
0,4,7,8,36.07144697,24.86649939,Ingrid Barranco,2.019085599999496,1.5201691350704747
0,4,7,8,36.07145238,24.86656232,Ingrid Barranco,2.016326629999565,1.519167386674716
0,4,7,8,36.07139995,24.86656416,Ingrid Barranco,2.013090669999791,1.5162744591055541
0,4,7,8,36.07135649,24.86656989,Ingrid Barranco,2.01020229999968,1.5137905367874145
0,4,7,8,36.0713086,24.86659137,Ingrid Barranco,2.006276379999953,1.5107410288883398
0,4,7,8,36.07124661,24.86659153,Ingrid Barranco,2.002549139999889,1.5073646441678634
0,4,7,8,36.07122665,24.86659067,Ingrid Barranco,2.001393679999712,1.506296689960194
0,4,7,8,36.07110855,24.86657531,Ingrid Barranco,1.9950603199995633,1.5001953396056773
0,4,7,8,36.07105142,24.86657757,Ingrid Barranco,1.9915217799999425,1.497045145766993
0,4,7,8,36.0710189,24.86657566,Ingrid Barranco,1.9896641699997346,1.4953191942509183
0,4,7,8,36.07095256,24.86657603,Ingrid Barranco,1.9856656399998371,1.4917108054529484
0,4,7,8,36.07091305,24.86658904,Ingrid Barranco,1.9826575499998036,1.4892949337979922
0,4,7,8,36.07085814,24.86658327,Ingrid Barranco,1.9796456799996953,1.486437515003646
0,4,7,8,36.0708068,24.86658111,Ingrid Barranco,1.9766711199998177,1.4836995681163936
0,4,7,8,36.07076071,24.86658835,Ingrid Barranco,1.9735509599998373,1.4810495465861027
0,4,7,8,36.07071968,24.86657709,Ingrid Barranco,1.9716408999999722,1.479064063537307
0,4,7,8,36.07064894,24.86657551,Ingrid Barranco,1.9674739199996196,1.475267424434013
0,4,7,8,36.07061681,24.86657128,Ingrid Barranco,1.965753389999648,1.47361817644104
0,4,7,8,36.07052487,24.86659783,Ingrid Barranco,1.958936039999756,1.4680818023791138
0,4,7,8,36.07052167,24.86665719,Ingrid Barranco,1.9558353999995646,1.4666517250390418
0,4,7,8,36.07054518,24.86670903,Ingrid Barranco,1.9547058400000097,1.466831496952019
0,4,7,8,36.07053852,24.86675335,Ingrid Barranco,1.9521345599997417,1.4655388461515266
0,4,7,8,36.07052865,24.86681893,Ingrid Barranco,1.9483289399997155,1.4636293097429571
0,4,7,8,36.07053481,24.86684078,Ingrid Barranco,1.947627889999623,1.463506996166889
0,4,7,8,36.070544,24.8669163,Ingrid Barranco,1.9444788099996622,1.4624333061582342
0,4,7,8,36.07053442,24.8669677,Ingrid Barranco,1.9413854099998389,1.4608464494508988
0,4,7,8,36.07052752,24.86701773,Ingrid Barranco,1.9385199399996615,1.4594365546760946
0,4,7,8,36.07053882,24.86704127,Ingrid Barranco,1.9380444799998706,1.4595659797368594
0,4,7,8,36.07052884,24.86710115,Ingrid Barranco,1.934511559999855,1.4577907397968177
0,4,7,8,36.07053117,24.86714269,Ingrid Barranco,1.9326158999998349,1.457065950202585
0,4,7,8,36.07054395,24.86720311,Ingrid Barranco,1.930422119999907,1.4565285771466645
0,4,7,8,36.07053035,24.86724147,Ingrid Barranco,1.9277264799996843,1.4550052679691579
0,4,7,8,36.07053752,24.86731278,Ingrid Barranco,1.9246624899999354,1.4539499741198358
0,4,7,8,36.07053867,24.86733651,Ingrid Barranco,1.9235687199995617,1.4535329615710233
0,4,7,8,36.07053474,24.86738592,Ingrid Barranco,1.92091182999971,1.4523213392873495
0,4,7,8,36.0705381,24.86744322,Ingrid Barranco,1.9183057299998545,1.4513534919991746
0,4,7,9,36.07052277,24.86754619,Ingrid Barranco,1.9123403999996178,1.4484549974074272
0,4,7,9,36.07053657,24.86759923,Ingrid Barranco,1.9105694399998683,1.4481569648144452
0,4,7,9,36.0705258,24.86766132,Ingrid Barranco,1.906880829999686,1.4463361807623816
0,4,7,9,36.0705498,24.8677072,Ingrid Barranco,1.9060727099997976,1.446749339492454
0,4,7,9,36.070542,24.86774126,Ingrid Barranco,1.903935770000004,1.4456509271098406
0,4,7,9,36.07053768,24.86778765,Ingrid Barranco,1.9014034599998055,1.4445035815035518
0,4,7,9,36.07052656,24.86784663,Ingrid Barranco,1.8978462399996658,1.4427390228488404
0,4,7,9,36.07053786,24.8679087,Ingrid Barranco,1.895482809999816,1.4421534063632662
0,4,7,9,36.07053444,24.86795467,Ingrid Barranco,1.8930250799999584,1.4410740010464935
0,4,7,9,36.07054908,24.86798771,Ingrid Barranco,1.8922845199996523,1.441242859087839
0,4,7,9,36.07055238,24.86803462,Ingrid Barranco,1.890183929999921,1.440521520038427
0,4,7,9,36.07054516,24.86808348,Ingrid Barranco,1.8873565899999036,1.439185201728008
0,4,7,9,36.07053055,24.86813987,Ingrid Barranco,1.883716879999799,1.4372996303980075
0,4,7,9,36.07054028,24.86819011,Ingrid Barranco,1.8818389199999181,1.436880316729973
0,4,7,9,36.07053503,24.86823105,Ingrid Barranco,1.8795178599999538,1.4358126468584878
0,4,7,9,36.07051817,24.86828242,Ingrid Barranco,1.8759891299997484,1.4339072293854784
0,4,7,9,36.07049677,24.8683887,Ingrid Barranco,1.8694974099996315,1.430720601219196
0,4,7,9,36.07046088,24.86845234,Ingrid Barranco,1.8642256499996392,1.4275388012763162
0,4,7,9,36.07043612,24.86852182,Ingrid Barranco,1.859335529999477,1.4248689133447598
0,4,7,9,36.07043525,24.86856982,Ingrid Barranco,1.8569313299998669,1.4239287762565778
0,4,7,9,36.07036578,24.868569,Ingrid Barranco,1.8528033099999028,1.4200867779454573
0,4,7,9,36.07032722,24.86858222,Ingrid Barranco,1.849841929999915,1.4177004592510536
0,4,7,9,36.07026999,24.8685717,Ingrid Barranco,1.8469236099997346,1.4147206952775602
0,4,7,9,36.07017744,24.86856474,Ingrid Barranco,1.8417116499998727,1.4097182439632703
0,4,7,9,36.07012233,24.86857364,Ingrid Barranco,1.8379689499995102,1.4064965230823923
0,4,7,9,36.07008007,24.86856987,Ingrid Barranco,1.8356180799998576,1.404225530613698
0,4,7,9,36.07002732,24.86856772,Ingrid Barranco,1.8325584299997608,1.4013439512384926
0,4,7,9,36.06999767,24.86858064,Ingrid Barranco,1.8301463499996657,1.3994583128521167
0,4,7,9,36.0699185,24.86859178,Ingrid Barranco,1.8248502899998016,1.3948643448739269
0,4,7,9,36.06982482,24.86859834,Ingrid Barranco,1.8189080499998944,1.389555527166159
0,4,7,9,36.06974396,24.86859272,Ingrid Barranco,1.8143318299996238,1.385189800924158
0,4,7,9,36.06969839,24.86857283,Ingrid Barranco,1.8125722399996391,1.3830498806028773
0,4,7,9,36.06964813,24.86859402,Ingrid Barranco,1.8085183299996146,1.3798680432324493
0,4,7,9,36.06964369,24.86863021,Ingrid Barranco,1.806478619999769,1.3789324819409092
0,4,7,9,36.06964304,24.86869398,Ingrid Barranco,1.8033148899999247,1.3776849884503963
0,4,7,9,36.06964746,24.86873329,Ingrid Barranco,1.8016538999996108,1.3771858403901713
0,4,7,9,36.06964852,24.86882156,Ingrid Barranco,1.7973922699998006,1.3755829624700069
0,4,7,9,36.06963859,24.86887697,Ingrid Barranco,1.794081379999625,1.3739950607855993
0,4,7,9,36.06964786,24.86892691,Ingrid Barranco,1.792190520000016,1.3735784533391489
0,4,7,9,36.0696376,24.86897575,Ingrid Barranco,1.7891817599997353,1.3721018816058785
0,4,7,9,36.06963054,24.86901706,Ingrid Barranco,1.7867339699996307,1.3709451181877224
0,4,7,9,36.06965228,24.8690752,Ingrid Barranco,1.7851895099996895,1.371082407908655
0,4,7,9,36.06962988,24.8691361,Ingrid Barranco,1.7808614099998756,1.3687193001973625
0,4,7,9,36.06963729,24.86917407,Ingrid Barranco,1.7794454799999464,1.3684381758210176
0,4,7,9,36.06964772,24.86922495,Ingrid Barranco,1.7775781599997202,1.3680934672496394
0,4,7,9,36.06962338,24.86929553,Ingrid Barranco,1.7726593400000041,1.365458373982973
0,4,7,9,36.06964561,24.86934353,Ingrid Barranco,1.7716411399999643,1.3658338056798467
0,4,7,9,36.06963356,24.86938515,Ingrid Barranco,1.768878759999776,1.36441409144386
0,4,7,9,36.06964677,24.86943337,Ingrid Barranco,1.7673085799996997,1.364289967450236
0,4,7,9,36.06964947,24.86949759,Ingrid Barranco,1.7643237999997758,1.3632986707575905
0,4,7,9,36.06964634,24.86951515,Ingrid Barranco,1.7632755599995917,1.3628123521050548
0,4,7,9,36.0696479,24.86966778,Ingrid Barranco,1.7558902899997229,1.3602143229575796
0,4,7,10,36.06962534,24.86972613,Ingrid Barranco,1.7516775399998608,1.3579317694737445
0,4,7,10,36.06962135,24.86976599,Ingrid Barranco,1.7494849999996092,1.357015433254786
0,4,7,10,36.06964756,24.86984697,Ingrid Barranco,1.7470895799997024,1.3570884532577674
0,4,7,10,36.06961779,24.86988033,Ingrid Barranco,1.7436687399998583,1.354842433935919
0,4,7,10,36.06962051,24.86991808,Ingrid Barranco,1.741982189999689,1.3543483479526661
0,4,7,10,36.0696391,24.86998603,Ingrid Barranco,1.7397680399999764,1.354235602559593
0,4,7,10,36.0696397,24.87001812,Ingrid Barranco,1.738231629999909,1.3537250062957744
0,4,7,10,36.06964909,24.87008726,Ingrid Barranco,1.735407169999764,1.3530867445589707
0,4,7,10,36.06964641,24.87011371,Ingrid Barranco,1.7339503199996749,1.3524912268032474
0,4,7,10,36.06961763,24.87017445,Ingrid Barranco,1.7292472599999407,1.3498512102298303
0,4,7,10,36.06962678,24.87021503,Ingrid Barranco,1.727807839999734,1.3496908142548805
0,4,7,10,36.06962266,24.87026572,Ingrid Barranco,1.725076829999825,1.348616755825769
