,rank,hour,min,name,job,jobtype,location,totalprice,count
0,1,14,45,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,1,15,0,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,1,15,15,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,1,15,30,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,1,15,45,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,1,16,0,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,1,16,15,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,1,16,30,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,1,16,45,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,1,17,0,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,1,17,15,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,1,17,30,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,1,17,45,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,1,18,0,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,1,18,15,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,1,18,30,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,1,18,45,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,1,19,0,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,1,19,15,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,1,19,30,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,1,19,45,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,1,20,0,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,1,20,15,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,1,20,30,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,1,20,45,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,1,21,0,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,1,21,15,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,1,21,30,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,1,21,45,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,1,22,0,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,1,22,15,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,1,22,30,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,1,22,45,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,1,23,0,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,1,23,15,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,1,23,30,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,1,23,45,Sten Sanjorge Jr.,President/CEO,Executive,null,0.0,1
0,2,0,0,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,0,15,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,0,30,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,0,45,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,1,0,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,1,15,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,1,30,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,1,45,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,2,0,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,2,15,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,2,30,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,2,45,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,3,0,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,3,15,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,3,30,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,3,45,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,4,0,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,4,15,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,4,30,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,4,45,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,5,0,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,5,15,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,5,30,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,5,45,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,6,0,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,6,15,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,6,30,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,6,45,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,7,0,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,7,15,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,7,30,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,7,45,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,8,0,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,8,15,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,8,30,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,8,45,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,9,0,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,9,15,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,9,30,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,9,45,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,10,0,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,10,15,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,10,30,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,10,45,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,11,0,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,11,15,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,11,30,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,11,45,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,12,0,Willem Vasco-Pais,Environmental Safety Advisor,Executive,1coffee,8.22,1
0,2,12,15,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,12,30,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,12,45,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,13,0,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,13,15,Willem Vasco-Pais,Environmental Safety Advisor,Executive,0restaurant,36.85,1
0,2,13,30,Willem Vasco-Pais,Environmental Safety Advisor,Executive,2fast food,8.98,1
0,2,13,45,Willem Vasco-Pais,Environmental Safety Advisor,Executive,2fast food,99.67,1
0,2,14,0,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,14,15,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,14,30,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,14,45,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,15,0,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,15,15,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,15,30,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,15,45,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,16,0,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,16,15,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,16,30,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,16,45,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,17,0,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,17,15,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,17,30,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,17,45,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,18,0,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,18,15,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,18,30,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,18,45,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,19,0,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,19,15,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,19,30,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,19,45,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,20,0,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,20,15,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,20,30,Willem Vasco-Pais,Environmental Safety Advisor,Executive,0restaurant,9.13,1
0,2,20,45,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,21,0,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,21,15,Willem Vasco-Pais,Environmental Safety Advisor,Executive,0restaurant,37.88,1
0,2,21,30,Willem Vasco-Pais,Environmental Safety Advisor,Executive,0restaurant,78.99,1
0,2,21,45,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,22,0,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,22,15,Willem Vasco-Pais,Environmental Safety Advisor,Executive,0restaurant,79.97,1
0,2,22,30,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,22,45,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,23,0,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,23,15,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,23,30,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,2,23,45,Willem Vasco-Pais,Environmental Safety Advisor,Executive,null,0.0,1
0,3,0,0,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,0,15,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,0,30,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,0,45,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,1,0,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,1,15,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,1,30,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,1,45,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,2,0,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,2,15,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,2,30,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,2,45,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,3,0,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,3,15,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,3,30,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,3,45,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,4,0,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,4,15,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,4,30,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,4,45,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,5,0,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,5,15,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,5,30,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,5,45,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,6,0,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,6,15,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,6,30,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,6,45,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,7,0,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,7,15,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,7,30,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,7,45,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,8,0,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,8,15,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,8,30,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,8,45,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,9,0,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,9,15,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,9,30,Ingrid Barranco,SVP/CFO,Executive,5shopping,203.91,1
0,3,9,45,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,10,0,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,10,15,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,10,30,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,10,45,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,11,0,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,11,15,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,11,30,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,11,45,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,12,0,Ingrid Barranco,SVP/CFO,Executive,1coffee,13.82,1
0,3,12,15,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,12,30,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,12,45,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,13,0,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,13,15,Ingrid Barranco,SVP/CFO,Executive,0restaurant,30.08,1
0,3,13,30,Ingrid Barranco,SVP/CFO,Executive,0restaurant,52.72,1
0,3,13,45,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,14,0,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,14,15,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,14,30,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,14,45,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,15,0,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,15,15,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,15,30,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,15,45,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,16,0,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,16,15,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,16,30,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,16,45,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,17,0,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,17,15,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,17,30,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,17,45,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,18,0,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,18,15,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,18,30,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,18,45,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,19,0,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,19,15,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,19,30,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,19,45,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,20,0,Ingrid Barranco,SVP/CFO,Executive,0restaurant,70.48,1
0,3,20,15,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,20,30,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,20,45,Ingrid Barranco,SVP/CFO,Executive,0restaurant,26.31,1
0,3,21,0,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,21,15,Ingrid Barranco,SVP/CFO,Executive,0restaurant,35.85,1
0,3,21,30,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,21,45,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,22,0,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,22,15,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,22,30,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,22,45,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,23,0,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,23,15,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,23,30,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,3,23,45,Ingrid Barranco,SVP/CFO,Executive,null,0.0,1
0,4,0,0,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,0,15,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,0,30,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,0,45,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,1,0,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,1,15,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,1,30,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,1,45,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,2,0,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,2,15,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,2,30,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,2,45,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,3,0,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,3,15,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,3,30,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,3,45,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,4,0,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,4,15,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,4,30,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,4,45,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,5,0,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,5,15,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,5,30,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,5,45,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,6,0,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,6,15,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,6,30,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,6,45,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,7,0,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,7,15,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,7,30,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,7,45,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,8,0,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,8,15,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,8,30,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,8,45,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,9,0,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,9,15,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,9,30,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,9,45,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,10,0,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,10,15,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,10,30,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,10,45,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,11,0,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,11,15,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,11,30,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,11,45,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,12,0,Ada Campo-Corrente,SVP/CIO,Executive,1coffee,13.9,1
0,4,12,15,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,12,30,Ada Campo-Corrente,SVP/CIO,Executive,null,0.0,1
0,4,12,45,Ada Campo-Corrente,SVP/CIO,Executive,0restaurant,31.03,1
0,4,13,0,Ada Campo-Corrente,SVP/CIO,Executive,0restaurant,26.55,1
0,4,13,15,Ada Campo-Corrente,SVP/CIO,Executive,2fast food,35.06,1
